Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
LP1606,Male,No,,Not Graduate,No,5092,0,78.0,240.0,1.0,Semiurban,Y
LP1607,Male,No,2,Graduate,No,4494,7222,385.0,360.0,1.0,Semiurban,Y
LP1608,Male,Yes,0,Graduate,No,2476,0,47.0,360.0,1.0,Rural,Y
LP1609,,No,3+,Graduate,No,9721,0,190.0,360.0,0.0,Semiurban,N
LP1610,Male,Yes,2,Graduate,No,6626,2820,194.0,360.0,1.0,Rural,Y
LP1611,Female,Yes,2,Graduate,No,3191,0,55.0,360.0,1.0,Rural,Y
LP1612,Male,Yes,0,Graduate,No,8111,412,236.0,360.0,1.0,Rural,Y
LP1613,Male,Yes,3+,Graduate,No,3299,1283,75.0,360.0,1.0,Rural,Y
LP1614,Female,Yes,1,Graduate,No,2781,0,49.0,180.0,0.0,Semiurban,N
LP1615,Female,No,0,Graduate,No,2819,0,78.0,360.0,1.0,Rural,Y
LP1616,Male,Yes,2,Graduate,No,1536,0,,360.0,1.0,Semiurban,Y
LP1617,Male,Yes,0,Graduate,No,5901,0,172.0,360.0,1.0,Urban,Y
LP1618,Female,Yes,2,Graduate,No,1482,1387,75.0,360.0,1.0,Rural,Y
LP1619,Male,No,0,Not Graduate,No,2127,1202,66.0,360.0,1.0,Semiurban,Y
LP1620,Male,Yes,1,Graduate,No,1280,0,35.0,360.0,0.0,Urban,N
LP1621,Male,Yes,0,Graduate,No,4223,0,73.0,,1.0,Urban,Y
LP1622,Male,Yes,0,Graduate,No,4063,12153,417.0,,1.0,Urban,Y
LP1623,Male,Yes,0,Graduate,No,3655,3504,169.0,480.0,1.0,Rural,Y
LP1624,Male,No,0,Graduate,No,2379,0,48.0,120.0,1.0,Semiurban,Y
LP1625,Male,No,0,Graduate,No,2200,0,59.0,360.0,1.0,Urban,Y
LP1626,Male,Yes,0,Not Graduate,No,5875,795,216.0,360.0,1.0,Rural,Y
LP1627,Male,No,1,Graduate,No,3196,0,111.0,360.0,0.0,Urban,N
LP1628,Male,Yes,0,Graduate,,5376,0,145.0,360.0,0.0,Semiurban,N
LP1629,Male,No,0,Graduate,No,2614,762,77.0,480.0,1.0,Urban,Y
LP1630,Male,Yes,2,Graduate,No,4957,1571,127.0,360.0,1.0,Semiurban,Y
LP1631,Female,Yes,0,Graduate,No,9720,2488,245.0,360.0,1.0,Semiurban,Y
LP1632,Male,Yes,2,Graduate,No,6321,2412,214.0,180.0,0.0,Rural,N
LP1633,Male,No,,Graduate,No,3472,2706,138.0,360.0,0.0,Urban,N
LP1634,Male,Yes,1,Graduate,No,5189,0,172.0,360.0,1.0,Rural,Y
LP1635,Male,Yes,1,Graduate,No,3849,0,86.0,180.0,1.0,Rural,Y
LP1636,Male,Yes,2,Graduate,Yes,4468,0,100.0,360.0,1.0,Urban,Y
LP1637,Male,No,0,Not Graduate,No,3657,0,82.0,120.0,1.0,Semiurban,Y
LP1638,Male,Yes,0,Graduate,Yes,4029,7538,,360.0,1.0,Urban,Y
LP1639,Male,No,0,Graduate,No,5050,1827,192.0,360.0,1.0,Semiurban,Y
LP1640,Male,No,2,Graduate,No,2450,1510,108.0,360.0,1.0,Rural,Y
LP1641,Male,,0,Not Graduate,No,2417,860,71.0,360.0,1.0,Semiurban,Y
LP1642,Male,No,1,Graduate,No,1933,0,60.0,360.0,0.0,Semiurban,N
LP1643,Male,Yes,3+,Graduate,No,1702,0,35.0,240.0,1.0,Urban,Y
LP1644,Male,No,2,Graduate,No,2142,1282,110.0,180.0,1.0,Semiurban,Y
LP1645,Female,Yes,0,Graduate,No,4893,2521,187.0,360.0,1.0,Semiurban,Y
LP1646,Male,No,0,Graduate,Yes,2602,2922,126.0,360.0,1.0,Urban,Y
LP1647,Male,No,2,Graduate,No,6052,3890,247.0,360.0,1.0,Semiurban,Y
LP1648,Male,No,1,Graduate,No,4540,7677,346.0,360.0,1.0,Semiurban,Y
LP1649,Male,No,0,Graduate,No,1364,2710,62.0,360.0,1.0,Semiurban,Y
LP1650,Male,Yes,0,Graduate,No,6587,0,213.0,360.0,1.0,Rural,Y
LP1651,Male,Yes,2,Graduate,No,7233,1472,208.0,180.0,1.0,Urban,Y
LP1652,Male,No,1,Graduate,No,2449,2312,104.0,360.0,1.0,Urban,Y
LP1653,Male,Yes,2,Graduate,Yes,5722,0,101.0,480.0,1.0,Urban,Y
LP1654,Male,Yes,2,Graduate,No,2660,590,77.0,,1.0,Semiurban,Y
LP1655,Male,No,1,Not Graduate,No,4715,0,117.0,360.0,1.0,Rural,Y
LP1656,Male,No,0,Graduate,No,2082,2087,96.0,,1.0,Semiurban,Y
LP1657,Male,No,0,Graduate,No,1516,0,43.0,360.0,1.0,Urban,Y
LP1658,Male,Yes,0,Graduate,No,3534,1666,121.0,360.0,1.0,Rural,Y
LP1659,Male,No,0,Not Graduate,No,4128,0,141.0,120.0,0.0,Rural,N
LP1660,Male,Yes,2,Graduate,No,3503,3296,183.0,180.0,1.0,Semiurban,Y
LP1661,Female,No,1,Graduate,No,2185,0,68.0,360.0,1.0,Semiurban,Y
LP1662,Male,Yes,2,Graduate,No,3498,0,60.0,360.0,1.0,Rural,Y
LP1663,Male,No,0,Graduate,No,5226,1788,160.0,360.0,1.0,Semiurban,Y
LP1664,Male,,1,Graduate,No,4328,1118,118.0,180.0,1.0,Rural,Y
LP1665,Male,Yes,1,Graduate,No,4961,0,130.0,360.0,1.0,Rural,Y
LP1666,Male,,1,Graduate,No,2974,0,95.0,360.0,1.0,Rural,Y
LP1667,Male,,1,Not Graduate,No,8982,2537,190.0,360.0,0.0,Semiurban,N
LP1668,Male,No,0,Graduate,No,2195,834,49.0,360.0,1.0,Rural,Y
LP1669,Male,No,0,Graduate,No,5958,1175,228.0,360.0,1.0,Urban,Y
LP1670,Male,Yes,0,Graduate,No,9037,0,174.0,180.0,0.0,Rural,N
LP1671,Female,No,0,Graduate,No,5934,552,184.0,360.0,1.0,Semiurban,Y
LP1672,Male,No,0,Graduate,No,3938,0,101.0,360.0,1.0,Semiurban,Y
LP1673,Male,Yes,1,Graduate,No,3239,0,102.0,360.0,1.0,Semiurban,Y
LP1674,Male,Yes,3+,Graduate,No,8280,1299,167.0,360.0,1.0,Semiurban,Y
LP1675,Female,No,1,Not Graduate,No,1893,1001,50.0,360.0,1.0,Urban,Y
LP1676,Male,No,2,Not Graduate,No,2484,491,77.0,180.0,1.0,Rural,Y
LP1677,Male,No,0,Graduate,Yes,3503,0,118.0,360.0,1.0,Urban,Y
LP1678,Female,No,1,Graduate,No,9344,0,217.0,360.0,1.0,Rural,Y
LP1679,Female,Yes,0,Not Graduate,No,5585,0,120.0,360.0,1.0,Semiurban,Y
LP1680,Female,No,0,Graduate,No,2487,2248,128.0,360.0,1.0,Semiurban,Y
LP1681,Male,Yes,0,Not Graduate,No,3691,0,124.0,360.0,1.0,Semiurban,Y
LP1682,Male,Yes,0,Graduate,Yes,3076,0,97.0,360.0,0.0,Semiurban,N
LP1683,Male,Yes,0,Graduate,No,2904,0,101.0,360.0,1.0,Rural,Y
LP1684,Female,Yes,0,Graduate,Yes,8001,4331,190.0,180.0,1.0,Semiurban,Y
LP1685,Male,Yes,0,Graduate,Yes,1952,0,35.0,360.0,1.0,Urban,Y
LP1686,,Yes,3+,Graduate,Yes,11675,620,334.0,360.0,1.0,Urban,Y
LP1687,Male,No,0,Graduate,No,7309,0,229.0,360.0,1.0,Rural,Y
LP1688,Male,Yes,0,Graduate,No,8557,5077,282.0,360.0,1.0,Semiurban,Y
LP1689,Male,Yes,0,Graduate,No,3368,0,66.0,360.0,0.0,Semiurban,N
LP1690,Male,Yes,1,Graduate,No,4064,692,146.0,360.0,0.0,Semiurban,N
LP1691,Male,Yes,0,Not Graduate,No,1882,3162,81.0,360.0,0.0,Urban,N
LP1692,Male,Yes,0,Graduate,No,3246,0,72.0,300.0,0.0,Semiurban,N
LP1693,Male,Yes,0,Not Graduate,No,5980,3383,235.0,360.0,1.0,Rural,Y
LP1694,Male,Yes,,Graduate,No,9678,557,268.0,360.0,1.0,Urban,Y
LP1695,Male,No,0,Graduate,No,2288,658,87.0,360.0,0.0,Urban,N
LP1696,Male,Yes,0,Not Graduate,No,3571,971,100.0,180.0,1.0,Urban,Y
LP1697,Male,Yes,0,Graduate,No,4061,0,110.0,360.0,0.0,Semiurban,N
LP1698,Male,Yes,0,Graduate,No,1924,0,51.0,300.0,1.0,Urban,Y
LP1699,Male,No,0,Graduate,,6341,0,164.0,,1.0,Rural,Y
LP1700,Male,Yes,2,Graduate,No,2880,0,80.0,360.0,,Rural,Y
LP1701,Male,Yes,1,Graduate,No,3955,0,79.0,360.0,0.0,Rural,N
LP1702,Male,Yes,0,Not Graduate,Yes,3390,0,56.0,360.0,1.0,Rural,Y
LP1703,Male,Yes,0,Graduate,No,2769,0,48.0,360.0,1.0,Semiurban,Y
LP1704,Male,Yes,3+,Graduate,No,4428,682,99.0,360.0,1.0,Semiurban,Y
LP1705,Female,Yes,0,Graduate,No,3907,0,97.0,360.0,1.0,Semiurban,Y
LP1706,Male,Yes,0,Graduate,No,3557,0,113.0,360.0,1.0,Semiurban,Y
LP1707,Female,Yes,1,Graduate,No,2872,3745,192.0,360.0,1.0,Semiurban,Y
LP1708,,Yes,0,Graduate,No,5386,0,165.0,360.0,1.0,Urban,Y
LP1709,,No,0,Graduate,No,11994,0,264.0,360.0,1.0,Urban,Y
LP1710,,No,0,Graduate,No,4836,0,111.0,360.0,1.0,Rural,Y
LP1711,Male,No,2,Graduate,No,8084,867,204.0,360.0,1.0,Rural,Y
LP1712,Male,No,,Graduate,No,1931,5209,134.0,360.0,1.0,Rural,Y
LP1713,Male,Yes,1,Graduate,Yes,4888,0,79.0,360.0,1.0,Semiurban,Y
LP1714,Male,Yes,3+,Graduate,Yes,2302,1926,113.0,360.0,0.0,Semiurban,N
LP1715,Female,Yes,0,Not Graduate,No,1833,3317,179.0,360.0,1.0,Urban,Y
LP1716,Female,Yes,0,Graduate,No,2853,3155,110.0,360.0,1.0,Semiurban,Y
LP1717,Female,No,0,Graduate,No,9091,2259,180.0,360.0,1.0,Semiurban,Y
LP1718,Male,Yes,0,Graduate,No,7863,1530,287.0,360.0,1.0,Semiurban,Y
LP1719,Male,No,0,Graduate,No,5145,0,103.0,180.0,1.0,Semiurban,Y
LP1720,Female,Yes,2,Graduate,Yes,1772,0,55.0,360.0,1.0,Urban,Y
LP1721,Male,No,1,Graduate,No,3953,2815,196.0,360.0,1.0,Urban,Y
LP1722,Male,Yes,1,Graduate,No,5329,1471,230.0,360.0,1.0,Urban,Y
LP1723,Male,Yes,0,Graduate,No,4940,4297,214.0,180.0,1.0,Urban,Y
LP1724,Male,Yes,2,Graduate,Yes,1471,1630,87.0,360.0,1.0,Urban,Y
LP1725,Female,Yes,3+,Graduate,No,2606,914,85.0,360.0,1.0,Semiurban,Y
LP1726,Male,Yes,2,Graduate,No,4279,0,118.0,360.0,1.0,Semiurban,Y
LP1727,Female,Yes,0,Graduate,No,6135,826,167.0,360.0,1.0,Semiurban,Y
LP1728,Male,No,1,Not Graduate,No,1200,1453,49.0,360.0,0.0,Rural,N
LP1729,Male,Yes,0,Not Graduate,No,4034,4851,223.0,360.0,1.0,Rural,Y
LP1730,Male,Yes,0,Not Graduate,Yes,4845,949,148.0,180.0,1.0,Urban,Y
LP1731,,Yes,0,Not Graduate,No,7403,2102,296.0,360.0,1.0,Semiurban,Y
LP1732,Male,No,1,Not Graduate,No,6739,0,200.0,360.0,0.0,Urban,N
LP1733,Male,Yes,1,Graduate,No,6307,1468,219.0,300.0,1.0,Urban,Y
LP1734,Male,Yes,0,Graduate,No,2751,0,47.0,360.0,1.0,Urban,Y
LP1735,Female,Yes,0,Graduate,No,1415,1515,86.0,360.0,1.0,Urban,Y
LP1736,Male,Yes,0,Graduate,No,3512,1548,126.0,360.0,0.0,Urban,N
LP1737,Female,No,0,Graduate,No,8111,0,266.0,360.0,0.0,Urban,N
LP1738,Male,Yes,0,Graduate,No,10260,2161,414.0,360.0,0.0,Rural,N
LP1739,Male,Yes,,Graduate,No,6811,0,109.0,360.0,1.0,Semiurban,Y
LP1740,Male,No,2,Graduate,No,5753,0,180.0,360.0,1.0,Rural,Y
LP1741,Male,Yes,0,Not Graduate,Yes,5584,0,87.0,240.0,1.0,Semiurban,Y
LP1742,Male,Yes,0,Graduate,No,3185,2119,118.0,360.0,1.0,Semiurban,Y
LP1743,Male,Yes,0,Graduate,No,4113,1794,152.0,360.0,0.0,Rural,N
LP1744,Male,No,3+,Graduate,No,12105,1194,238.0,360.0,1.0,Rural,Y
LP1745,Female,Yes,1,Graduate,No,2526,0,75.0,360.0,1.0,Semiurban,Y
LP1746,Male,No,1,Not Graduate,No,11717,2645,217.0,360.0,1.0,Urban,Y
LP1747,Male,Yes,0,Graduate,No,3665,446,75.0,360.0,1.0,Semiurban,Y
LP1748,Female,Yes,1,Not Graduate,No,9850,0,262.0,360.0,1.0,Urban,Y
LP1749,Male,Yes,0,Graduate,,1912,0,55.0,360.0,1.0,Rural,Y
LP1750,Male,No,1,Graduate,No,6320,0,210.0,360.0,1.0,Rural,Y
LP1751,Female,Yes,3+,Graduate,No,2858,4696,219.0,360.0,1.0,Urban,Y
LP1752,Male,No,1,Graduate,Yes,1902,975,81.0,360.0,1.0,Semiurban,Y
LP1753,Male,No,2,Graduate,No,5070,1213,143.0,360.0,1.0,Urban,Y
LP1754,Male,Yes,1,Graduate,No,8149,0,122.0,360.0,1.0,Semiurban,Y
LP1755,Female,Yes,0,Graduate,Yes,2678,952,63.0,360.0,1.0,Rural,Y
LP1756,Male,Yes,2,Not Graduate,Yes,1809,0,46.0,360.0,1.0,Rural,Y
LP1757,Male,Yes,0,Graduate,No,4208,0,119.0,360.0,1.0,Urban,Y
LP1758,Female,No,0,Not Graduate,No,4219,778,116.0,480.0,1.0,Semiurban,Y
LP1759,Male,No,0,Graduate,No,6179,0,182.0,360.0,1.0,Semiurban,Y
LP1760,Male,Yes,0,Graduate,No,7861,463,211.0,360.0,0.0,Semiurban,N
LP1761,Male,Yes,0,Graduate,No,4291,0,70.0,240.0,1.0,Rural,Y
LP1762,Male,No,0,Graduate,No,13538,1389,281.0,360.0,0.0,Urban,N
LP1763,Male,Yes,0,Graduate,No,5087,0,161.0,180.0,1.0,Semiurban,Y
LP1764,Male,No,1,Graduate,No,3612,1451,149.0,360.0,0.0,Urban,N
LP1765,Male,Yes,0,Graduate,No,1690,0,55.0,360.0,1.0,Rural,Y
LP1766,Male,No,0,Not Graduate,No,3798,0,65.0,360.0,0.0,Semiurban,N
LP1767,Female,Yes,0,Graduate,,3634,1857,191.0,360.0,1.0,Rural,Y
LP1768,Male,Yes,0,Graduate,,7912,0,151.0,360.0,1.0,Rural,Y
LP1769,Female,Yes,1,Graduate,No,5869,2441,126.0,360.0,0.0,Rural,N
LP1770,Male,Yes,1,Graduate,Yes,2191,2067,148.0,360.0,1.0,Urban,Y
LP1771,Female,Yes,2,Graduate,No,4931,0,101.0,360.0,1.0,Semiurban,Y
LP1772,Male,No,1,Graduate,No,6653,0,188.0,360.0,0.0,Semiurban,N
LP1773,Male,No,0,Graduate,No,11123,3699,274.0,360.0,1.0,Semiurban,Y
LP1774,Female,Yes,1,Graduate,No,7574,489,214.0,360.0,1.0,Semiurban,Y
LP1775,Male,Yes,0,Graduate,Yes,7019,876,261.0,360.0,1.0,Urban,Y
LP1776,Male,Yes,0,Graduate,No,4610,425,107.0,360.0,0.0,Urban,N
LP1777,Male,Yes,2,Not Graduate,No,5613,1451,200.0,360.0,1.0,Rural,Y
LP1778,Male,Yes,0,Not Graduate,No,9411,0,176.0,120.0,1.0,Semiurban,Y
LP1779,Male,Yes,2,Graduate,No,1998,1980,109.0,360.0,1.0,Urban,Y
LP1780,,Yes,2,Graduate,No,3605,1899,119.0,360.0,1.0,Rural,Y
LP1781,Male,Yes,2,Graduate,No,2797,0,,360.0,1.0,Rural,Y
LP1782,Male,Yes,3+,Graduate,No,5583,0,118.0,360.0,0.0,Rural,N
LP1783,Male,Yes,0,Graduate,No,9303,0,172.0,480.0,0.0,Rural,N
LP1784,Male,No,0,Graduate,No,3108,0,102.0,360.0,1.0,Rural,Y
LP1785,Female,Yes,1,Graduate,Yes,1200,1418,60.0,360.0,1.0,Semiurban,Y
LP1786,Male,No,0,Graduate,No,3472,0,69.0,300.0,1.0,Urban,Y
LP1787,Male,Yes,1,Graduate,No,7693,0,184.0,180.0,1.0,Semiurban,Y
LP1788,Male,Yes,1,Not Graduate,No,6139,0,131.0,360.0,1.0,Semiurban,Y
LP1789,Female,No,1,Not Graduate,Yes,5749,734,193.0,360.0,0.0,Semiurban,N
LP1790,Male,No,0,Graduate,No,3759,752,155.0,360.0,0.0,Semiurban,N
LP1791,Male,No,0,Not Graduate,No,2064,0,49.0,360.0,,Semiurban,Y
LP1792,Male,Yes,0,Not Graduate,No,6058,0,195.0,360.0,1.0,Semiurban,Y
LP1793,Male,Yes,0,Graduate,No,2695,3267,156.0,360.0,1.0,Semiurban,Y
LP1794,Male,No,2,Graduate,No,16489,14151,555.0,360.0,1.0,Rural,Y
LP1795,Female,Yes,0,Graduate,No,6262,0,180.0,120.0,1.0,Semiurban,Y
LP1796,Female,Yes,,Not Graduate,No,3138,0,79.0,300.0,0.0,Rural,N
LP1797,Male,,0,Not Graduate,No,3081,0,86.0,360.0,,Semiurban,N
LP1798,Male,Yes,1,Graduate,No,4205,0,137.0,,1.0,Rural,Y
LP1799,Female,No,1,Graduate,No,3851,1101,117.0,480.0,,Rural,N
